id	linkkey	aidkey	bidkey	decision
6689	99-64-10-001553_99-63-10-001498	99-64-10-001553	99-63-10-001498	confirm
6690	99-64-10-001721_99-63-10-001645	99-64-10-001721	99-63-10-001645	confirm
6691	99-64-10-001742_99-63-10-001666	99-64-10-001742	99-63-10-001666	confirm
6692	99-64-10-001744_99-63-10-001668	99-64-10-001744	99-63-10-001668	confirm
6693	99-64-10-001768_99-63-10-001693	99-64-10-001768	99-63-10-001693	confirm
6694	99-64-10-001775_99-63-10-001701	99-64-10-001775	99-63-10-001701	confirm
6695	99-64-10-001782_99-63-10-002516	99-64-10-001782	99-63-10-002516	confirm
6696	99-64-10-001794_99-63-10-001722	99-64-10-001794	99-63-10-001722	confirm
6697	99-64-10-001803_99-63-10-001732	99-64-10-001803	99-63-10-001732	confirm
6698	99-64-10-001821_99-63-10-001742	99-64-10-001821	99-63-10-001742	confirm
6699	99-64-10-001822_99-63-10-001743	99-64-10-001822	99-63-10-001743	confirm
6700	99-64-10-001924_99-63-10-001838	99-64-10-001924	99-63-10-001838	confirm
6701	99-64-10-001961_99-62-10-001869	99-64-10-001961	99-62-10-001869	confirm
6702	99-64-10-001977_99-63-10-001901	99-64-10-001977	99-63-10-001901	confirm
6703	99-64-10-002041_99-63-10-001977	99-64-10-002041	99-63-10-001977	confirm
6704	99-64-10-002128_99-63-10-002041	99-64-10-002128	99-63-10-002041	confirm
6705	99-64-10-002176_99-63-10-002089	99-64-10-002176	99-63-10-002089	confirm
6706	99-64-10-002192_99-63-10-002104	99-64-10-002192	99-63-10-002104	confirm
6707	99-64-10-002197_99-63-10-002109	99-64-10-002197	99-63-10-002109	confirm
6708	99-64-10-002217_99-63-10-002131	99-64-10-002217	99-63-10-002131	confirm
6709	99-64-10-002251_99-63-10-002177	99-64-10-002251	99-63-10-002177	confirm
6710	99-64-10-002279_99-63-10-002195	99-64-10-002279	99-63-10-002195	confirm
6711	99-64-10-002320_99-63-10-002243	99-64-10-002320	99-63-10-002243	confirm
6712	99-64-10-002356_99-63-10-002290	99-64-10-002356	99-63-10-002290	confirm
6713	99-64-10-002358_99-63-10-002291	99-64-10-002358	99-63-10-002291	confirm
6714	99-64-10-002374_99-63-10-002291	99-64-10-002374	99-63-10-002291	confirm
6715	99-64-10-002378_99-63-10-005069	99-64-10-002378	99-63-10-005069	confirm
6716	99-64-10-002479_99-63-10-004533	99-64-10-002479	99-63-10-004533	confirm
6717	99-64-10-002600_99-63-10-002529	99-64-10-002600	99-63-10-002529	confirm
6718	99-64-10-002650_99-63-10-002580	99-64-10-002650	99-63-10-002580	confirm
6719	99-64-10-002651_99-63-10-002583	99-64-10-002651	99-63-10-002583	confirm
6720	99-64-10-002652_99-63-10-011921	99-64-10-002652	99-63-10-011921	confirm
6721	99-64-10-002721_99-63-10-002663	99-64-10-002721	99-63-10-002663	confirm
6722	99-64-10-002805_99-63-10-002743	99-64-10-002805	99-63-10-002743	confirm
6723	99-64-10-002813_99-63-10-002757	99-64-10-002813	99-63-10-002757	confirm
6724	99-64-10-002883_99-63-10-002775	99-64-10-002883	99-63-10-002775	confirm
6725	99-64-10-002913_99-63-10-002807	99-64-10-002913	99-63-10-002807	confirm
6726	99-64-10-002916_99-63-10-003770	99-64-10-002916	99-63-10-003770	confirm
6727	99-64-10-002965_99-63-35-000154	99-64-10-002965	99-63-35-000154	confirm
6728	99-64-10-002978_99-63-10-002868	99-64-10-002978	99-63-10-002868	confirm
6729	99-64-10-003046_99-63-10-002947	99-64-10-003046	99-63-10-002947	confirm
6730	99-64-10-003093_99-63-10-002986	99-64-10-003093	99-63-10-002986	confirm
6731	99-64-10-003163_99-63-10-003015	99-64-10-003163	99-63-10-003015	confirm
6732	99-64-10-003164_99-63-10-003018	99-64-10-003164	99-63-10-003018	confirm
6733	99-64-10-003165_99-62-10-003028	99-64-10-003165	99-62-10-003028	confirm
6734	99-64-10-003161_99-62-35-000180	99-64-10-003161	99-62-35-000180	confirm
6735	99-64-10-003167_99-62-10-003029	99-64-10-003167	99-62-10-003029	confirm
6736	99-64-10-003168_99-62-10-003030	99-64-10-003168	99-62-10-003030	confirm
6737	99-64-10-003169_99-62-10-003031	99-64-10-003169	99-62-10-003031	confirm
6738	99-64-10-003355_99-63-10-003148	99-64-10-003355	99-63-10-003148	confirm
6739	99-64-10-003360_99-63-10-003694	99-64-10-003360	99-63-10-003694	confirm
6740	99-64-10-003361_99-63-10-003347	99-64-10-003361	99-63-10-003347	confirm
6741	99-64-10-003398_99-62-10-003243	99-64-10-003398	99-62-10-003243	confirm
6742	99-64-10-003407_99-63-10-003262	99-64-10-003407	99-63-10-003262	confirm
6743	99-64-10-003654_99-63-10-011601	99-64-10-003654	99-63-10-011601	confirm
6744	99-64-10-003681_99-63-10-011961	99-64-10-003681	99-63-10-011961	confirm
6745	99-64-10-003846_99-62-10-003639	99-64-10-003846	99-62-10-003639	confirm
6746	99-64-10-003910_99-62-10-003707	99-64-10-003910	99-62-10-003707	confirm
6747	99-64-10-003968_99-63-10-001369	99-64-10-003968	99-63-10-001369	confirm
6748	99-64-10-003976_99-63-35-000177	99-64-10-003976	99-63-35-000177	confirm
6749	99-64-10-004028_99-63-10-003800	99-64-10-004028	99-63-10-003800	confirm
6750	99-64-10-004037_99-63-10-003840	99-64-10-004037	99-63-10-003840	confirm
6751	99-64-10-004121_99-63-35-000185	99-64-10-004121	99-63-35-000185	confirm
6752	99-64-10-004201_99-63-10-004009	99-64-10-004201	99-63-10-004009	confirm
6753	99-64-10-004225_99-63-10-011662	99-64-10-004225	99-63-10-011662	confirm
6754	99-64-10-004305_99-63-10-004116	99-64-10-004305	99-63-10-004116	confirm
6755	99-64-10-004307_99-63-10-004118	99-64-10-004307	99-63-10-004118	confirm
6756	99-64-10-004368_99-63-10-004185	99-64-10-004368	99-63-10-004185	confirm
6757	99-64-10-004381_99-63-10-004200	99-64-10-004381	99-63-10-004200	confirm
6758	99-64-10-004427_99-63-10-004257	99-64-10-004427	99-63-10-004257	confirm
6759	99-64-10-004447_99-63-35-000204	99-64-10-004447	99-63-35-000204	confirm
6760	99-64-10-004545_99-63-10-003607	99-64-10-004545	99-63-10-003607	confirm
6761	99-64-10-004552_99-62-10-004365	99-64-10-004552	99-62-10-004365	confirm
6762	99-64-10-004585_99-63-10-004408	99-64-10-004585	99-63-10-004408	confirm
6763	99-64-10-004591_99-63-10-004414	99-64-10-004591	99-63-10-004414	confirm
6764	99-64-10-004639_99-63-10-004464	99-64-10-004639	99-63-10-004464	confirm
6765	99-64-10-004712_99-63-10-003940	99-64-10-004712	99-63-10-003940	confirm
6766	99-64-10-004777_99-63-10-004605	99-64-10-004777	99-63-10-004605	confirm
6767	99-64-10-004842_99-63-10-004671	99-64-10-004842	99-63-10-004671	confirm
6768	99-64-10-004904_99-63-10-004728	99-64-10-004904	99-63-10-004728	confirm
6769	99-64-10-004905_99-63-10-000315	99-64-10-004905	99-63-10-000315	confirm
6770	99-64-10-004981_99-63-10-004801	99-64-10-004981	99-63-10-004801	confirm
6771	99-64-10-005008_99-63-10-004829	99-64-10-005008	99-63-10-004829	confirm
6772	99-64-10-005167_99-63-10-004949	99-64-10-005167	99-63-10-004949	confirm
6773	99-64-10-005231_99-63-10-005044	99-64-10-005231	99-63-10-005044	confirm
6774	99-64-10-005250_99-63-10-005060	99-64-10-005250	99-63-10-005060	confirm
6775	99-64-10-005379_99-63-10-005183	99-64-10-005379	99-63-10-005183	confirm
6776	99-64-10-005398_99-63-10-005207	99-64-10-005398	99-63-10-005207	confirm
6777	99-64-10-005425_99-63-10-005227	99-64-10-005425	99-63-10-005227	confirm
6778	99-64-10-005475_99-63-10-005293	99-64-10-005475	99-63-10-005293	confirm
6779	99-64-10-005514_99-63-10-004365	99-64-10-005514	99-63-10-004365	confirm
6780	99-64-10-005518_99-63-10-005329	99-64-10-005518	99-63-10-005329	confirm
6781	99-64-10-005574_99-63-10-005397	99-64-10-005574	99-63-10-005397	confirm
6782	99-64-35-000736_99-63-10-005397	99-64-35-000736	99-63-10-005397	reject
6783	99-64-10-005587_99-63-10-005408	99-64-10-005587	99-63-10-005408	confirm
6784	99-64-10-005655_99-63-10-005471	99-64-10-005655	99-63-10-005471	confirm
6785	99-64-10-005658_99-63-10-005472	99-64-10-005658	99-63-10-005472	confirm
6786	99-64-10-005694_99-63-28-002966	99-64-10-005694	99-63-28-002966	confirm
6787	99-64-10-005790_99-63-10-005592	99-64-10-005790	99-63-10-005592	confirm
6788	99-64-10-005857_99-63-10-005669	99-64-10-005857	99-63-10-005669	confirm
6789	99-64-10-005912_99-63-10-005714	99-64-10-005912	99-63-10-005714	confirm
6790	99-64-10-006010_99-63-10-005815	99-64-10-006010	99-63-10-005815	confirm
6791	99-64-10-006067_99-63-10-005871	99-64-10-006067	99-63-10-005871	confirm
6792	99-64-10-006124_99-63-10-008363	99-64-10-006124	99-63-10-008363	confirm
6793	99-64-10-006131_99-63-10-005934	99-64-10-006131	99-63-10-005934	confirm
6794	99-64-10-006153_99-63-10-005959	99-64-10-006153	99-63-10-005959	confirm
6795	99-64-10-006227_99-63-10-008357	99-64-10-006227	99-63-10-008357	confirm
6796	99-64-10-006326_99-63-10-009083	99-64-10-006326	99-63-10-009083	confirm
6797	99-64-10-006332_99-63-10-006133	99-64-10-006332	99-63-10-006133	confirm
6798	99-64-10-006400_99-63-28-000377	99-64-10-006400	99-63-28-000377	confirm
6799	99-64-10-006487_99-63-10-006261	99-64-10-006487	99-63-10-006261	confirm
6800	99-64-10-006489_99-63-10-009953	99-64-10-006489	99-63-10-009953	confirm
6801	99-64-10-006491_99-63-10-006266	99-64-10-006491	99-63-10-006266	confirm
6802	99-64-10-006636_99-63-10-006377	99-64-10-006636	99-63-10-006377	confirm
6803	99-64-10-006640_99-63-10-005228	99-64-10-006640	99-63-10-005228	confirm
6804	99-64-10-006714_99-63-10-006489	99-64-10-006714	99-63-10-006489	confirm
6805	99-64-10-006721_99-63-10-006496	99-64-10-006721	99-63-10-006496	confirm
6806	99-64-10-006738_99-63-10-007018	99-64-10-006738	99-63-10-007018	confirm
6807	99-64-10-006740_99-63-10-006505	99-64-10-006740	99-63-10-006505	confirm
6808	99-64-10-006853_99-63-10-006625	99-64-10-006853	99-63-10-006625	confirm
6809	99-64-10-006743_99-63-10-006508	99-64-10-006743	99-63-10-006508	confirm
6810	99-64-10-006880_99-63-10-006360	99-64-10-006880	99-63-10-006360	confirm
6811	99-64-10-006929_99-62-10-006665	99-64-10-006929	99-62-10-006665	confirm
6812	99-64-10-006938_99-63-10-006708	99-64-10-006938	99-63-10-006708	confirm
6813	99-64-10-006970_99-63-10-006728	99-64-10-006970	99-63-10-006728	confirm
6814	99-64-10-007017_99-63-10-006787	99-64-10-007017	99-63-10-006787	confirm
6815	99-64-10-007032_99-63-10-006800	99-64-10-007032	99-63-10-006800	confirm
6816	99-64-10-007052_99-63-10-006815	99-64-10-007052	99-63-10-006815	confirm
6817	99-64-10-007207_99-63-10-006980	99-64-10-007207	99-63-10-006980	confirm
6818	99-64-10-007350_99-62-10-007080	99-64-10-007350	99-62-10-007080	confirm
6819	99-64-10-007518_99-63-10-007237	99-64-10-007518	99-63-10-007237	confirm
6820	99-64-10-007596_99-63-10-013532	99-64-10-007596	99-63-10-013532	confirm
6821	99-64-10-007667_99-63-10-007373	99-64-10-007667	99-63-10-007373	confirm
6822	99-64-10-007681_99-63-10-007387	99-64-10-007681	99-63-10-007387	confirm
6823	99-64-10-007789_99-63-10-000754	99-64-10-007789	99-63-10-000754	confirm
6824	99-64-10-007935_99-63-10-010314	99-64-10-007935	99-63-10-010314	confirm
6825	99-64-10-007988_99-63-10-008795	99-64-10-007988	99-63-10-008795	confirm
6826	99-64-10-008036_99-63-10-007739	99-64-10-008036	99-63-10-007739	confirm
6827	99-64-10-008088_99-63-10-009847	99-64-10-008088	99-63-10-009847	confirm
6828	99-64-10-008341_99-63-10-007997	99-64-10-008341	99-63-10-007997	confirm
6829	99-64-10-008362_99-63-10-008017	99-64-10-008362	99-63-10-008017	confirm
6830	99-64-10-008443_99-63-10-008089	99-64-10-008443	99-63-10-008089	confirm
6831	99-64-10-008471_99-63-10-008122	99-64-10-008471	99-63-10-008122	confirm
6832	99-64-10-008535_99-63-10-008178	99-64-10-008535	99-63-10-008178	confirm
6833	99-64-10-008537_99-63-10-009487	99-64-10-008537	99-63-10-009487	confirm
6834	99-64-10-008605_99-63-10-008255	99-64-10-008605	99-63-10-008255	confirm
6835	99-64-10-008720_99-62-10-005968	99-64-10-008720	99-62-10-005968	confirm
6836	99-64-10-008741_99-63-10-008381	99-64-10-008741	99-63-10-008381	confirm
6837	99-64-10-008997_99-63-10-008642	99-64-10-008997	99-63-10-008642	confirm
6838	99-64-10-009016_99-63-10-008657	99-64-10-009016	99-63-10-008657	confirm
6839	99-64-10-009087_99-63-10-008733	99-64-10-009087	99-63-10-008733	confirm
6840	99-64-10-009101_99-63-10-007947	99-64-10-009101	99-63-10-007947	confirm
6841	99-64-10-009244_99-62-10-006862	99-64-10-009244	99-62-10-006862	confirm
6842	99-64-10-009333_99-62-10-011481	99-64-10-009333	99-62-10-011481	confirm
6843	99-64-10-009439_99-63-10-004723	99-64-10-009439	99-63-10-004723	confirm
6844	99-64-10-009579_99-63-10-005312	99-64-10-009579	99-63-10-005312	confirm
6845	99-64-10-009584_99-63-10-011562	99-64-10-009584	99-63-10-011562	confirm
6846	99-64-10-009760_99-63-10-009398	99-64-10-009760	99-63-10-009398	confirm
6847	99-64-10-010123_99-62-10-009684	99-64-10-010123	99-62-10-009684	confirm
6848	99-64-10-010223_99-63-10-011669	99-64-10-010223	99-63-10-011669	confirm
6849	99-64-10-010261_99-63-10-009894	99-64-10-010261	99-63-10-009894	confirm
6850	99-64-10-010285_99-63-10-006562	99-64-10-010285	99-63-10-006562	confirm
6851	99-64-10-010429_99-63-10-010061	99-64-10-010429	99-63-10-010061	confirm
6852	99-64-10-010436_99-63-10-010067	99-64-10-010436	99-63-10-010067	confirm
6853	99-64-10-010456_99-63-10-010092	99-64-10-010456	99-63-10-010092	confirm
6854	99-64-10-010479_99-63-10-010019	99-64-10-010479	99-63-10-010019	confirm
6855	99-64-10-010597_99-63-10-010217	99-64-10-010597	99-63-10-010217	confirm
6856	99-64-10-010648_99-63-10-005310	99-64-10-010648	99-63-10-005310	confirm
6857	99-64-10-010661_99-63-10-010247	99-64-10-010661	99-63-10-010247	confirm
6858	99-64-10-010679_99-62-10-010213	99-64-10-010679	99-62-10-010213	confirm
6859	99-64-10-010876_99-62-10-007991	99-64-10-010876	99-62-10-007991	confirm
6860	99-64-10-010924_99-63-10-010520	99-64-10-010924	99-63-10-010520	confirm
6861	99-64-10-011009_99-63-10-010597	99-64-10-011009	99-63-10-010597	confirm
6862	99-64-10-011054_99-63-10-007639	99-64-10-011054	99-63-10-007639	confirm
6863	99-64-10-011103_99-63-10-010687	99-64-10-011103	99-63-10-010687	confirm
6864	99-64-10-011154_99-63-10-008084	99-64-10-011154	99-63-10-008084	confirm
6865	99-64-10-011169_99-63-10-009195	99-64-10-011169	99-63-10-009195	confirm
6866	99-64-10-011298_99-63-10-010883	99-64-10-011298	99-63-10-010883	confirm
6867	99-64-10-011422_99-63-10-011011	99-64-10-011422	99-63-10-011011	confirm
6868	99-64-10-011670_99-62-10-011123	99-64-10-011670	99-62-10-011123	confirm
6869	99-64-10-011673_99-63-10-006722	99-64-10-011673	99-63-10-006722	confirm
6870	99-64-10-011802_99-63-17-000478	99-64-10-011802	99-63-17-000478	confirm
6871	99-64-10-011842_99-63-10-011351	99-64-10-011842	99-63-10-011351	confirm
6872	99-64-10-011843_99-63-10-011352	99-64-10-011843	99-63-10-011352	confirm
6873	99-64-10-012004_99-63-10-011482	99-64-10-012004	99-63-10-011482	confirm
6874	99-64-10-012069_99-63-10-011545	99-64-10-012069	99-63-10-011545	confirm
6875	99-64-10-012648_99-63-10-001017	99-64-10-012648	99-63-10-001017	confirm
6876	99-64-10-012649_99-62-10-011962	99-64-10-012649	99-62-10-011962	confirm
6877	99-64-10-012730_99-63-10-006375	99-64-10-012730	99-63-10-006375	confirm
6878	99-64-10-012811_99-63-10-007137	99-64-10-012811	99-63-10-007137	confirm
6879	99-64-10-012820_99-63-10-006028	99-64-10-012820	99-63-10-006028	confirm
6880	99-64-10-012898_99-63-10-012098	99-64-10-012898	99-63-10-012098	confirm
6881	99-64-10-013163_99-63-10-012404	99-64-10-013163	99-63-10-012404	confirm
6882	99-64-10-013164_99-63-10-012405	99-64-10-013164	99-63-10-012405	confirm
6883	99-64-10-013165_99-63-10-012487	99-64-10-013165	99-63-10-012487	confirm
6884	99-64-10-013169_99-63-10-012411	99-64-10-013169	99-63-10-012411	confirm
6885	99-64-10-013171_99-63-10-012413	99-64-10-013171	99-63-10-012413	confirm
6886	99-64-10-013201_99-63-10-012481	99-64-10-013201	99-63-10-012481	confirm
6887	99-64-10-013207_99-63-01-001617	99-64-10-013207	99-63-01-001617	confirm
6888	99-64-10-013230_99-63-10-012468	99-64-10-013230	99-63-10-012468	confirm
6889	99-64-10-013259_99-63-10-012497	99-64-10-013259	99-63-10-012497	confirm
6890	99-64-10-013286_99-63-10-012523	99-64-10-013286	99-63-10-012523	confirm
6891	99-64-10-013289_99-63-10-012526	99-64-10-013289	99-63-10-012526	confirm
6892	99-64-10-013292_99-62-10-012333	99-64-10-013292	99-62-10-012333	confirm
6893	99-64-10-013294_99-63-10-012532	99-64-10-013294	99-63-10-012532	confirm
6894	99-64-10-013302_99-63-10-013152	99-64-10-013302	99-63-10-013152	confirm
6895	99-64-10-013313_99-63-10-012552	99-64-10-013313	99-63-10-012552	confirm
6896	99-64-10-013331_99-63-10-012566	99-64-10-013331	99-63-10-012566	confirm
6897	99-64-10-013336_99-63-10-012571	99-64-10-013336	99-63-10-012571	confirm
6898	99-64-10-013345_99-63-10-012580	99-64-10-013345	99-63-10-012580	confirm
6899	99-64-10-013375_99-63-10-012603	99-64-10-013375	99-63-10-012603	confirm
6900	99-64-10-013378_99-63-10-012605	99-64-10-013378	99-63-10-012605	confirm
6901	99-64-10-013379_99-63-10-012886	99-64-10-013379	99-63-10-012886	confirm
6902	99-64-10-013383_99-63-10-012610	99-64-10-013383	99-63-10-012610	confirm
6903	99-64-10-013487_99-63-10-012712	99-64-10-013487	99-63-10-012712	confirm
6904	99-64-10-013490_99-62-10-012502	99-64-10-013490	99-62-10-012502	confirm
6905	99-64-10-013494_99-63-10-012721	99-64-10-013494	99-63-10-012721	confirm
6906	99-64-10-013509_99-63-10-012740	99-64-10-013509	99-63-10-012740	confirm
6907	99-64-10-013524_99-63-17-000490	99-64-10-013524	99-63-17-000490	confirm
6908	65-64-35-000847_99-64-10-013532	65-64-35-000847	99-64-10-013532	reject
6909	99-64-10-013532_99-63-10-012754	99-64-10-013532	99-63-10-012754	confirm
6910	99-64-10-013546_99-63-10-012769	99-64-10-013546	99-63-10-012769	confirm
6911	99-64-10-013595_99-63-10-012817	99-64-10-013595	99-63-10-012817	confirm
6912	99-64-10-013608_99-63-10-012832	99-64-10-013608	99-63-10-012832	confirm
6913	99-64-10-013620_99-63-10-012839	99-64-10-013620	99-63-10-012839	confirm
6914	99-64-10-013638_99-63-10-012861	99-64-10-013638	99-63-10-012861	confirm
6915	99-64-10-013669_99-63-10-013027	99-64-10-013669	99-63-10-013027	confirm
6916	99-64-10-013680_99-63-10-012899	99-64-10-013680	99-63-10-012899	confirm
6917	99-64-10-013688_99-63-10-012909	99-64-10-013688	99-63-10-012909	confirm
6918	99-64-10-013722_99-63-10-012935	99-64-10-013722	99-63-10-012935	confirm
6919	99-64-10-013735_99-63-10-012948	99-64-10-013735	99-63-10-012948	confirm
6920	99-64-10-013738_99-63-10-012951	99-64-10-013738	99-63-10-012951	confirm
6921	99-64-10-013779_99-62-10-012755	99-64-10-013779	99-62-10-012755	confirm
6922	99-64-10-013799_99-63-10-013015	99-64-10-013799	99-63-10-013015	confirm
6923	99-64-10-013814_99-63-10-012752	99-64-10-013814	99-63-10-012752	confirm
6924	99-64-10-013824_99-63-10-013039	99-64-10-013824	99-63-10-013039	confirm
6925	99-64-10-013909_99-63-10-013104	99-64-10-013909	99-63-10-013104	confirm
6926	99-64-10-013939_99-63-10-012601	99-64-10-013939	99-63-10-012601	confirm
6927	99-64-10-013981_99-63-10-013200	99-64-10-013981	99-63-10-013200	confirm
6928	99-64-10-013990_99-63-10-013211	99-64-10-013990	99-63-10-013211	confirm
6929	99-64-10-014017_99-63-10-013246	99-64-10-014017	99-63-10-013246	confirm
6930	99-64-10-014018_99-63-10-013247	99-64-10-014018	99-63-10-013247	confirm
6931	99-64-10-014117_99-63-10-013339	99-64-10-014117	99-63-10-013339	confirm
6932	99-64-10-014122_99-63-10-013345	99-64-10-014122	99-63-10-013345	confirm
6933	99-64-10-014209_99-63-10-013427	99-64-10-014209	99-63-10-013427	confirm
6934	99-64-10-014231_99-63-10-013450	99-64-10-014231	99-63-10-013450	confirm
6935	99-64-10-014247_99-63-10-013466	99-64-10-014247	99-63-10-013466	confirm
6936	99-64-10-014283_99-63-10-013508	99-64-10-014283	99-63-10-013508	confirm
6937	99-64-10-014289_99-63-10-013515	99-64-10-014289	99-63-10-013515	confirm
6938	99-64-10-014475_99-63-10-013697	99-64-10-014475	99-63-10-013697	confirm
6939	99-64-10-014498_99-63-10-008811	99-64-10-014498	99-63-10-008811	confirm
6940	99-64-10-014531_99-63-10-013714	99-64-10-014531	99-63-10-013714	confirm
6941	99-64-10-014549_99-63-10-012749	99-64-10-014549	99-63-10-012749	confirm
6942	99-64-10-014556_99-63-10-013143	99-64-10-014556	99-63-10-013143	confirm
6943	99-64-10-014558_99-63-10-012906	99-64-10-014558	99-63-10-012906	confirm
6944	99-64-10-014560_99-63-10-013145	99-64-10-014560	99-63-10-013145	confirm
6945	99-64-10-014569_99-63-35-000119	99-64-10-014569	99-63-35-000119	confirm
6946	99-64-13-000013_99-63-13-000024	99-64-13-000013	99-63-13-000024	confirm
6947	99-64-13-000014_99-63-13-000025	99-64-13-000014	99-63-13-000025	confirm
6948	99-64-13-000016_99-63-13-000027	99-64-13-000016	99-63-13-000027	confirm
